"","reference_contig","position","variable","value"
"652","KC677631",2781,"FET_2.4",0
"653","KC677631",2788,"FET_2.4",0
"654","KC677631",2796,"FET_2.4",0.443
"655","KC677631",2855,"FET_2.4",0
"656","KC677631",2862,"FET_2.4",0
"657","KC677631",2868,"FET_2.4",0.693
"658","KC677631",2955,"FET_2.4",0.217
"659","KC677631",2976,"FET_2.4",2.497
"660","KC677631",2979,"FET_2.4",0
"661","KC677631",2986,"FET_2.4",0
"662","KC677631",2990,"FET_2.4",0
"663","KC677631",3000,"FET_2.4",0.427
"664","KC677631",3017,"FET_2.4",0
"665","KC677631",3057,"FET_2.4",0
"666","KC677631",3068,"FET_2.4",0
"667","KC677631",3080,"FET_2.4",0.452
"668","KC677631",3110,"FET_2.4",4.025
"669","KC677631",3136,"FET_2.4",0
"670","KC677631",3204,"FET_2.4",0.69
"671","KC677631",3214,"FET_2.4",0.465
"672","KC677631",3230,"FET_2.4",0
"673","KC677631",3246,"FET_2.4",0
"674","KC677631",3305,"FET_2.4",0
"675","KC677632",97,"FET_2.4",1.094
"676","KC677632",186,"FET_2.4",1.377
"677","KC677632",202,"FET_2.4",0
"678","KC677632",215,"FET_2.4",0.288
"679","KC677632",283,"FET_2.4",0.37
"680","KC677632",328,"FET_2.4",0
"681","KC677632",374,"FET_2.4",0
"682","KC677632",465,"FET_2.4",2.541
"683","KC677632",471,"FET_2.4",3.448
"684","KC677632",510,"FET_2.4",1.069
"685","KC677632",524,"FET_2.4",0
"686","KC677632",559,"FET_2.4",2.787
"687","KC677632",589,"FET_2.4",0
"688","KC677632",608,"FET_2.4",0.358
"689","KC677632",617,"FET_2.4",3.725
"690","KC677632",640,"FET_2.4",2.531
"691","KC677632",675,"FET_2.4",1.201
"692","KC677632",680,"FET_2.4",0
"693","KC677632",707,"FET_2.4",0
"694","KC677632",717,"FET_2.4",24.07
"695","KC677632",759,"FET_2.4",0
"696","KC677632",760,"FET_2.4",0.37
"697","KC677632",912,"FET_2.4",0
"698","KC677632",917,"FET_2.4",0
"699","KC677632",1042,"FET_2.4",0
"700","KC677632",1136,"FET_2.4",0
"701","KC677632",1286,"FET_2.4",0
"702","KC677632",1306,"FET_2.4",0
"703","KC677632",1312,"FET_2.4",2.641
"704","KC677632",1464,"FET_2.4",11.23
"705","KC677632",1554,"FET_2.4",0.322
"706","KC677632",1555,"FET_2.4",0.317
"707","KC677632",1559,"FET_2.4",0
"708","KC677632",1702,"FET_2.4",0
"709","KC677632",1713,"FET_2.4",0
"710","KC677632",1721,"FET_2.4",0.425
"711","KC677632",1723,"FET_2.4",0
"712","KC677632",1763,"FET_2.4",1.213
"713","KC677632",1771,"FET_2.4",1.675
"714","KC677632",1797,"FET_2.4",0
"715","KC677632",1815,"FET_2.4",0
"716","KC677632",1842,"FET_2.4",0.566
"717","KC677632",1875,"FET_2.4",1.578
"718","KC677632",1879,"FET_2.4",0
"719","KC677632",1901,"FET_2.4",0
"720","KC677632",1924,"FET_2.4",0
"721","KC677632",1934,"FET_2.4",1.527
"722","KC677632",1941,"FET_2.4",0
"723","KC677632",1956,"FET_2.4",0.881
"724","KC677632",2014,"FET_2.4",1.011
"725","KC677632",2038,"FET_2.4",3.089
"726","KC677632",2110,"FET_2.4",0
"727","KC677633",25,"FET_2.4",0.321
"728","KC677633",53,"FET_2.4",11.02
"729","KC677633",54,"FET_2.4",10.61
"730","KC677633",120,"FET_2.4",0
"731","KC677633",123,"FET_2.4",1.442
"732","KC677633",139,"FET_2.4",0.699
"733","KC677633",148,"FET_2.4",0.417
"734","KC677633",167,"FET_2.4",7.164
"735","KC677633",168,"FET_2.4",0
"736","KC677633",171,"FET_2.4",0
"737","KC677633",172,"FET_2.4",0
"738","KC677633",181,"FET_2.4",0
"739","KC677633",195,"FET_2.4",2.738
"740","KC677633",208,"FET_2.4",1.325
"741","KC677633",227,"FET_2.4",0
"742","KC677633",233,"FET_2.4",0
"743","KC677633",248,"FET_2.4",1.404
"744","KC677633",256,"FET_2.4",0
"745","KC677633",259,"FET_2.4",0
"746","KC677633",319,"FET_2.4",0
"747","KC677633",331,"FET_2.4",2.309
"748","KC677633",370,"FET_2.4",0.713
"749","KC677633",378,"FET_2.4",0
"750","KC677633",382,"FET_2.4",0
"751","KC677633",383,"FET_2.4",0
"752","KC677633",401,"FET_2.4",2.627
"753","KC677633",515,"FET_2.4",2.238
"754","KC677633",522,"FET_2.4",0
"755","KC677633",593,"FET_2.4",0
"756","KC677633",603,"FET_2.4",2.751
"757","KC677633",605,"FET_2.4",2.781
"758","KC677633",639,"FET_2.4",2.456
"759","KC677633",676,"FET_2.4",0
"760","KC677633",684,"FET_2.4",1.916
"761","KC677633",687,"FET_2.4",1.526
"762","KC677633",726,"FET_2.4",3.623
"763","KC677633",727,"FET_2.4",0
"764","KC677633",824,"FET_2.4",5.624
"765","KC677633",877,"FET_2.4",12.11
"766","KC677633",900,"FET_2.4",0
"767","KC677633",904,"FET_2.4",5.61
"768","KC677633",909,"FET_2.4",1.211
"769","KC677633",916,"FET_2.4",3.08
"770","KC677633",974,"FET_2.4",2.517
"771","KC677633",981,"FET_2.4",2.55
"772","KC677633",1009,"FET_2.4",3.057
"773","KC677633",1023,"FET_2.4",0
"774","KC677633",1073,"FET_2.4",2.691
"775","KC677633",1115,"FET_2.4",3.674
"776","KC677633",1195,"FET_2.4",1.061
"777","KC677633",1214,"FET_2.4",1.972
"778","KC677633",1227,"FET_2.4",0.876
"779","KC677633",1228,"FET_2.4",1.453
"780","KC677633",1364,"FET_2.4",0.162
"781","KC677633",1374,"FET_2.4",5.858
"782","KC677633",1383,"FET_2.4",0
"783","KC677633",1416,"FET_2.4",7.037
"784","KC677633",1423,"FET_2.4",0
"785","KC677633",1430,"FET_2.4",4.428
"786","KC677633",1443,"FET_2.4",0
"787","KC677633",1466,"FET_2.4",0
"788","KC677633",1492,"FET_2.4",0
"789","KC677633",1498,"FET_2.4",0
"790","KC677633",1512,"FET_2.4",5.431
"791","KC677633",1517,"FET_2.4",1.529
"792","KC677633",1520,"FET_2.4",0
"793","KC677633",1544,"FET_2.4",0.89
"794","KC677633",1545,"FET_2.4",3.532
"795","KC677633",1551,"FET_2.4",0
"796","KC677633",1590,"FET_2.4",4.913
"797","KC677633",1604,"FET_2.4",0
"798","KC677633",1616,"FET_2.4",0
"799","KC677633",1624,"FET_2.4",0
"800","KC677633",1635,"FET_2.4",0.342
"801","KC677633",1694,"FET_2.4",2.092
"802","KC677633",1700,"FET_2.4",0
"803","KC677633",1701,"FET_2.4",6.095
"804","KC677633",1756,"FET_2.4",0
"805","KC677633",1757,"FET_2.4",0
"806","KC677633",1761,"FET_2.4",5.466
"807","KC677633",1901,"FET_2.4",1.472
"808","KC677634",88,"FET_2.4",0.52
"809","KC677634",102,"FET_2.4",0.274
"810","KC677634",122,"FET_2.4",4.968
"811","KC677634",216,"FET_2.4",1.063
"812","KC677634",234,"FET_2.4",0.428
"813","KC677634",236,"FET_2.4",1.098
"814","KC677634",256,"FET_2.4",1.48
"815","KC677634",298,"FET_2.4",0
"816","KC677634",325,"FET_2.4",0
"817","KC677634",345,"FET_2.4",0
"818","KC677634",361,"FET_2.4",0
"819","KC677634",366,"FET_2.4",0.387
"820","KC677634",369,"FET_2.4",0.387
"821","KC677634",394,"FET_2.4",0
"822","KC677634",400,"FET_2.4",0.787
"823","KC677634",405,"FET_2.4",0
"824","KC677634",412,"FET_2.4",0
"825","KC677634",429,"FET_2.4",0
"826","KC677634",443,"FET_2.4",0
"827","KC677634",459,"FET_2.4",0
"828","KC677634",460,"FET_2.4",0
"829","KC677634",491,"FET_2.4",0
"830","KC677634",512,"FET_2.4",1.228
"831","KC677634",527,"FET_2.4",0
"832","KC677634",535,"FET_2.4",0
"833","KC677634",561,"FET_2.4",0.519
"834","KC677634",565,"FET_2.4",0.575
"835","KC677634",571,"FET_2.4",1.579
"836","KC677634",590,"FET_2.4",0
"837","KC677634",613,"FET_2.4",0
"838","KC677634",695,"FET_2.4",0
"839","KC677634",714,"FET_2.4",3.649
"840","KC677634",715,"FET_2.4",0
"841","KC677634",718,"FET_2.4",0
"842","KC677634",722,"FET_2.4",1.002
"843","KC677634",727,"FET_2.4",0
"844","KC677634",739,"FET_2.4",0
"845","KC677634",747,"FET_2.4",0
"846","KC677634",768,"FET_2.4",0.144
"847","KC677634",780,"FET_2.4",5.586
"848","KC677635",79,"FET_2.4",2.884
"849","KC677635",117,"FET_2.4",11.83
"850","KC677635",179,"FET_2.4",11.96
"851","KC677635",266,"FET_2.4",7.15
"852","KC677635",268,"FET_2.4",11.08
"853","KC677635",301,"FET_2.4",0
"854","KC677635",374,"FET_2.4",9.068
"855","KC677635",438,"FET_2.4",0.275
"856","KC677635",452,"FET_2.4",9.341
"857","KC677635",488,"FET_2.4",8.099
"858","KC677635",538,"FET_2.4",6.024
"859","KC677635",556,"FET_2.4",4.354
"860","KC677635",575,"FET_2.4",0.302
"861","KC677635",607,"FET_2.4",7.633
"862","KC677635",641,"FET_2.4",1.093
"863","KC677635",642,"FET_2.4",1.092
"864","KC677635",644,"FET_2.4",3.4
"865","KC677635",715,"FET_2.4",10.54
"866","KC677635",731,"FET_2.4",7.356
"867","KC677635",732,"FET_2.4",6.164
"868","KC677635",747,"FET_2.4",0
"869","KC677635",787,"FET_2.4",0.338
"870","KC677635",805,"FET_2.4",1.545
"871","KC677635",822,"FET_2.4",6.049
"872","KC677635",831,"FET_2.4",0.554
"873","KC677635",880,"FET_2.4",1.01
"874","KC677635",919,"FET_2.4",20.68
"875","KC677635",940,"FET_2.4",15.78
"876","KC677635",956,"FET_2.4",10.54
"877","KC677635",964,"FET_2.4",9.66
"878","KC677635",972,"FET_2.4",18.23
"879","KC677635",1003,"FET_2.4",14.66
"880","KC677635",1013,"FET_2.4",0
"881","KC677635",1046,"FET_2.4",0.154
"882","KC677635",1047,"FET_2.4",0.154
"883","KC677635",1079,"FET_2.4",12.4
"884","KC677635",1082,"FET_2.4",0
"885","KC677635",1087,"FET_2.4",0
"886","KC677635",1150,"FET_2.4",13.19
"887","KC677635",1160,"FET_2.4",16.15
"888","KC677635",1179,"FET_2.4",14.81
"889","KC677635",1205,"FET_2.4",14.19
"890","KC677635",1220,"FET_2.4",2.846
"891","KC677635",1245,"FET_2.4",4.832
"892","KC677635",1259,"FET_2.4",5.647
"893","KC677635",1284,"FET_2.4",4.571
"894","KC677635",1304,"FET_2.4",2.262
"895","KC677635",1356,"FET_2.4",6.139
"896","KC677635",1501,"FET_2.4",0
"897","KC677635",1528,"FET_2.4",3.077
"898","KC677635",1580,"FET_2.4",5.646
"899","KC677635",1624,"FET_2.4",6.633
"900","KC677635",1661,"FET_2.4",4.152
"901","KC677635",1677,"FET_2.4",0
"902","KC677635",1809,"FET_2.4",5.374
"903","KC677635",1853,"FET_2.4",5.093
"904","KC677635",1868,"FET_2.4",3.492
"905","KC677635",1918,"FET_2.4",6.606
"906","KC677635",1936,"FET_2.4",3.267
"907","KC677635",1948,"FET_2.4",4.962
"908","KC677635",2048,"FET_2.4",5.502
"909","KC677635",2060,"FET_2.4",0
"910","KC677635",2070,"FET_2.4",21.35
"911","KC677635",2073,"FET_2.4",2.481
"912","KC677635",2119,"FET_2.4",0
"913","KC677635",2120,"FET_2.4",12.64
"914","KC677635",2143,"FET_2.4",0
"915","KC677635",2173,"FET_2.4",18.9
"916","KC677635",2234,"FET_2.4",0
"917","KC677635",2254,"FET_2.4",0.914
"918","KC677635",2270,"FET_2.4",0.124
"919","KC677635",2295,"FET_2.4",1.321
"920","KC677635",2323,"FET_2.4",1.761
"921","KC677635",2329,"FET_2.4",0
"922","KC677635",2337,"FET_2.4",15.9
"923","KC677635",2348,"FET_2.4",18.34
"924","KC677635",2359,"FET_2.4",0
"925","KC677635",2384,"FET_2.4",15.42
"926","KC677635",2393,"FET_2.4",1.623
"927","KC677635",2432,"FET_2.4",2.461
"928","KC677635",2442,"FET_2.4",0
"929","KC677635",2483,"FET_2.4",0.996
"930","KC677635",2487,"FET_2.4",2.276
"931","KC677635",2493,"FET_2.4",1.865
"932","KC677635",2528,"FET_2.4",2.695
"933","KC677635",2542,"FET_2.4",0
"934","KC677635",2547,"FET_2.4",2.382
"935","KC677635",2550,"FET_2.4",0.926
"936","KC677635",2578,"FET_2.4",1.697
"937","KC677635",2587,"FET_2.4",0
"938","KC677635",2593,"FET_2.4",0.302
"939","KC677635",2644,"FET_2.4",0
"940","KC677635",2698,"FET_2.4",0
"941","KC677635",2735,"FET_2.4",2.655
"942","KC677636",127,"FET_2.4",6.177
"943","KC677636",132,"FET_2.4",0
"944","KC677636",162,"FET_2.4",0
"945","KC677636",194,"FET_2.4",0.479
"946","KC677636",202,"FET_2.4",0
"947","KC677636",507,"FET_2.4",0
"948","KC677636",598,"FET_2.4",0
"949","KC677636",639,"FET_2.4",0
"950","KC677636",642,"FET_2.4",0.075
"951","KC677636",712,"FET_2.4",0
"952","KC677636",756,"FET_2.4",0
"953","KC677636",834,"FET_2.4",0
"954","KC677636",1088,"FET_2.4",0
"955","KC677636",1231,"FET_2.4",0
"956","KC677636",1235,"FET_2.4",0
"957","KC677636",1274,"FET_2.4",0
"958","KC677636",1442,"FET_2.4",1.221
"959","KC677636",1460,"FET_2.4",1.723
"960","KC677636",1503,"FET_2.4",0
"961","KC677636",1557,"FET_2.4",0.479
"962","KC677636",1711,"FET_2.4",0
"963","KC677636",1807,"FET_2.4",0
"964","KC677636",1847,"FET_2.4",12.65
"965","KC677636",1896,"FET_2.4",2.041
"966","KC677637",322,"FET_2.4",2.223
"967","KC677637",327,"FET_2.4",0
"968","KC677637",389,"FET_2.4",1.391
"969","KC677637",600,"FET_2.4",1.748
"970","KC677637",607,"FET_2.4",0
"971","KC677637",750,"FET_2.4",0
"972","KC677637",760,"FET_2.4",0.602
"973","KC677637",768,"FET_2.4",0.676
"974","KC677637",772,"FET_2.4",1.178
"975","KC677637",796,"FET_2.4",0
"976","KC677637",811,"FET_2.4",0
"977","KC677637",833,"FET_2.4",0
"978","KC677637",836,"FET_2.4",0
"979","KC677637",887,"FET_2.4",1.164
"980","KC677637",937,"FET_2.4",0
"981","KC677637",1007,"FET_2.4",0
"982","KC677637",1022,"FET_2.4",0
"983","KC677637",1035,"FET_2.4",3.644
"984","KC677637",1075,"FET_2.4",3.189
"985","KC677637",1097,"FET_2.4",2.154
"986","KC677637",1103,"FET_2.4",0
"987","KC677637",1104,"FET_2.4",1.777
"988","KC677637",1134,"FET_2.4",0
"989","KC677637",1141,"FET_2.4",14.23
"990","KC677637",1150,"FET_2.4",0
"991","KC677637",1161,"FET_2.4",0
"992","KC677637",1170,"FET_2.4",0
"993","KC677637",1186,"FET_2.4",0.38
"994","KC677637",1187,"FET_2.4",0
"995","KC677637",1202,"FET_2.4",1.36
"996","KC677637",1230,"FET_2.4",0
"997","KC677637",1232,"FET_2.4",6.871
"998","KC677637",1239,"FET_2.4",1.653
"999","KC677637",1249,"FET_2.4",1.779
"1000","KC677637",1250,"FET_2.4",6.443
"1001","KC677637",1258,"FET_2.4",0
"1002","KC677637",1259,"FET_2.4",0
"1003","KC677637",1267,"FET_2.4",0.429
"1004","KC677637",1270,"FET_2.4",0
"1005","KC677637",1282,"FET_2.4",0.796
"1006","KC677637",1296,"FET_2.4",0
"1007","KC677637",1300,"FET_2.4",0.195
"1008","KC677637",1302,"FET_2.4",4.68
"1009","KC677637",1303,"FET_2.4",0
"1010","KC677637",1315,"FET_2.4",0
"1011","KC677637",1318,"FET_2.4",0
"1012","KC677637",1326,"FET_2.4",0
"1013","KC677637",1328,"FET_2.4",0
"1014","KC677637",1337,"FET_2.4",0
"1015","KC677637",1338,"FET_2.4",2.733
"1016","KC677637",1339,"FET_2.4",0
"1017","KC677637",1346,"FET_2.4",0.824
"1018","KC677637",1365,"FET_2.4",0
"1019","KC677637",1376,"FET_2.4",0
"1020","KC677637",1444,"FET_2.4",0
"1021","KC677637",1494,"FET_2.4",2.178
"1022","KC677637",1561,"FET_2.4",0
"1023","KC677637",1571,"FET_2.4",0
"1024","KC677637",1628,"FET_2.4",0
"1025","KC677637",1641,"FET_2.4",0
"1026","KC677637",1688,"FET_2.4",0
"1027","KC677637",1703,"FET_2.4",0
"1028","KC677637",1706,"FET_2.4",0
"1029","KC677637",1729,"FET_2.4",0
"1030","KC677637",1783,"FET_2.4",0
"1031","KC677637",1790,"FET_2.4",0
"1032","KC677637",1792,"FET_2.4",0
"1033","KC677637",1806,"FET_2.4",0
"1034","KC677637",1813,"FET_2.4",0
"1035","KC677638",124,"FET_2.4",1.677
"1036","KC677638",141,"FET_2.4",0.381
"1037","KC677638",148,"FET_2.4",0
"1038","KC677638",174,"FET_2.4",0.297
"1039","KC677638",204,"FET_2.4",2.121
"1040","KC677638",257,"FET_2.4",4.132
"1041","KC677638",308,"FET_2.4",0
"1042","KC677638",330,"FET_2.4",0
"1043","KC677638",455,"FET_2.4",0
"1044","KC677638",459,"FET_2.4",1.914
"1045","KC677638",467,"FET_2.4",0
"1046","KC677638",508,"FET_2.4",4.947
"1047","KC677638",509,"FET_2.4",0
"1048","KC677638",575,"FET_2.4",1.774
"1049","KC677638",616,"FET_2.4",1.441
"1050","KC677638",631,"FET_2.4",2.874
"1051","KC677638",632,"FET_2.4",0
"1052","KC677638",636,"FET_2.4",1.33
"1053","KC677638",718,"FET_2.4",1.868
"1054","KC677638",723,"FET_2.4",4.009
"1055","KC677638",813,"FET_2.4",0.467
"1056","KC677638",840,"FET_2.4",0
"1057","KC677638",855,"FET_2.4",0
"1058","KC677638",902,"FET_2.4",0
"1059","KC677638",904,"FET_2.4",0.245
"1060","KC677638",955,"FET_2.4",0
"1061","KC677638",978,"FET_2.4",0.707
"1062","KC677638",997,"FET_2.4",4.391
"1063","KC677638",1012,"FET_2.4",0.704
"1064","KC677638",1023,"FET_2.4",0.92
"1065","KC677638",1058,"FET_2.4",5.241
"1066","KC677638",1124,"FET_2.4",0.689
"1067","KC677638",1194,"FET_2.4",0
"1068","KC677638",1310,"FET_2.4",0
"1069","KC677638",1330,"FET_2.4",0.469
"1070","KC677638",1339,"FET_2.4",0
"1071","KC677638",1342,"FET_2.4",0.482
"1072","KC677638",1345,"FET_2.4",0
"1073","KC677639",135,"FET_2.4",1.244
"1074","KC677639",201,"FET_2.4",0
"1075","KC677639",210,"FET_2.4",0
"1076","KC677639",222,"FET_2.4",0.396
"1077","KC677639",239,"FET_2.4",1.593
"1078","KC677639",252,"FET_2.4",0
"1079","KC677639",312,"FET_2.4",0
"1080","KC677639",359,"FET_2.4",0
"1081","KC677639",369,"FET_2.4",0
"1082","KC677639",414,"FET_2.4",0
"1083","KC677639",418,"FET_2.4",0.351
"1084","KC677639",419,"FET_2.4",0
"1085","KC677639",427,"FET_2.4",0
"1086","KC677639",432,"FET_2.4",0
"1087","KC677639",486,"FET_2.4",0
"1088","KC677639",504,"FET_2.4",0
"1089","KC677639",543,"FET_2.4",0
"1090","KC677639",649,"FET_2.4",0
"1091","KC677639",659,"FET_2.4",0
"1092","KC677639",692,"FET_2.4",0
"1093","KC677639",781,"FET_2.4",1.417
"1094","KC677639",795,"FET_2.4",9.217
"1095","KC677639",797,"FET_2.4",0
"1096","KC677639",882,"FET_2.4",0
"1097","KC677640",41,"FET_2.4",0
"1098","KC677640",67,"FET_2.4",0
"1099","KC677640",89,"FET_2.4",0
"1100","KC677640",160,"FET_2.4",1.159
"1101","KC677640",183,"FET_2.4",0
"1102","KC677640",186,"FET_2.4",1.377
"1103","KC677640",229,"FET_2.4",0
"1104","KC677640",230,"FET_2.4",0
"1105","KC677640",242,"FET_2.4",1.67
"1106","KC677640",371,"FET_2.4",5.973
"1107","KC677640",411,"FET_2.4",1.48
"1108","KC677640",441,"FET_2.4",0
"1109","KC677640",461,"FET_2.4",0
"1110","KC677640",462,"FET_2.4",0
"1111","KC677640",473,"FET_2.4",0
"1112","KC677640",483,"FET_2.4",0
"1113","KC677640",495,"FET_2.4",0
"1114","KC677640",496,"FET_2.4",1.623
"1115","KC677640",538,"FET_2.4",4.477
"1116","KC677640",551,"FET_2.4",0.756
"1117","KC677640",562,"FET_2.4",0
"1118","KC677640",575,"FET_2.4",0.513
"1119","KC677631",191,"FET_2.5",0
"1120","KC677631",309,"FET_2.5",0
"1121","KC677631",373,"FET_2.5",0
"1122","KC677631",432,"FET_2.5",0
"1123","KC677631",456,"FET_2.5",0
"1124","KC677631",485,"FET_2.5",0
"1125","KC677631",510,"FET_2.5",0
"1126","KC677631",514,"FET_2.5",0.849
"1127","KC677631",516,"FET_2.5",0
"1128","KC677631",554,"FET_2.5",1.391
"1129","KC677631",560,"FET_2.5",0
"1130","KC677631",565,"FET_2.5",0
"1131","KC677631",671,"FET_2.5",3.567
"1132","KC677631",733,"FET_2.5",0
"1133","KC677631",765,"FET_2.5",1.675
"1134","KC677631",787,"FET_2.5",0
"1135","KC677631",801,"FET_2.5",0
"1136","KC677631",810,"FET_2.5",0.867
"1137","KC677631",850,"FET_2.5",0
"1138","KC677631",859,"FET_2.5",0
"1139","KC677631",890,"FET_2.5",0
"1140","KC677631",892,"FET_2.5",0
"1141","KC677631",897,"FET_2.5",0
"1142","KC677631",934,"FET_2.5",0
"1143","KC677631",997,"FET_2.5",0
"1144","KC677631",998,"FET_2.5",0
"1145","KC677631",1009,"FET_2.5",0.559
"1146","KC677631",1011,"FET_2.5",0
"1147","KC677631",1024,"FET_2.5",0
"1148","KC677631",1032,"FET_2.5",0
"1149","KC677631",1037,"FET_2.5",0
"1150","KC677631",1063,"FET_2.5",0
"1151","KC677631",1065,"FET_2.5",0
"1152","KC677631",1082,"FET_2.5",0
"1153","KC677631",1095,"FET_2.5",0
"1154","KC677631",1121,"FET_2.5",0
"1155","KC677631",1154,"FET_2.5",0
"1156","KC677631",1196,"FET_2.5",0
"1157","KC677631",1201,"FET_2.5",0
"1158","KC677631",1249,"FET_2.5",0
"1159","KC677631",1260,"FET_2.5",0
"1160","KC677631",1272,"FET_2.5",0
"1161","KC677631",1275,"FET_2.5",0.61
"1162","KC677631",1296,"FET_2.5",0
"1163","KC677631",1301,"FET_2.5",0
"1164","KC677631",1356,"FET_2.5",1.569
"1165","KC677631",1398,"FET_2.5",0
"1166","KC677631",1433,"FET_2.5",0.894
"1167","KC677631",1476,"FET_2.5",0
"1168","KC677631",1533,"FET_2.5",0
"1169","KC677631",1551,"FET_2.5",0
"1170","KC677631",1555,"FET_2.5",1.341
"1171","KC677631",1561,"FET_2.5",0
"1172","KC677631",1566,"FET_2.5",2.532
"1173","KC677631",1582,"FET_2.5",0
"1174","KC677631",1652,"FET_2.5",0
"1175","KC677631",1671,"FET_2.5",0
"1176","KC677631",1701,"FET_2.5",0
"1177","KC677631",1708,"FET_2.5",0
"1178","KC677631",1790,"FET_2.5",0
"1179","KC677631",1792,"FET_2.5",0
"1180","KC677631",1797,"FET_2.5",0
"1181","KC677631",1819,"FET_2.5",0
"1182","KC677631",1827,"FET_2.5",0
"1183","KC677631",1881,"FET_2.5",0
"1184","KC677631",1897,"FET_2.5",0
"1185","KC677631",1899,"FET_2.5",0.275
"1186","KC677631",1912,"FET_2.5",0
"1187","KC677631",1914,"FET_2.5",0
"1188","KC677631",1921,"FET_2.5",0
"1189","KC677631",1922,"FET_2.5",0
"1190","KC677631",1933,"FET_2.5",0
"1191","KC677631",2071,"FET_2.5",0
"1192","KC677631",2109,"FET_2.5",0.302
"1193","KC677631",2111,"FET_2.5",0
"1194","KC677631",2126,"FET_2.5",0
"1195","KC677631",2144,"FET_2.5",0
"1196","KC677631",2225,"FET_2.5",0
"1197","KC677631",2240,"FET_2.5",0
"1198","KC677631",2292,"FET_2.5",0
"1199","KC677631",2314,"FET_2.5",0
"1200","KC677631",2329,"FET_2.5",0
"1201","KC677631",2340,"FET_2.5",0
"1202","KC677631",2439,"FET_2.5",0
"1203","KC677631",2514,"FET_2.5",0
"1204","KC677631",2561,"FET_2.5",0
"1205","KC677631",2565,"FET_2.5",0
"1206","KC677631",2601,"FET_2.5",0
"1207","KC677631",2608,"FET_2.5",0.835
"1208","KC677631",2648,"FET_2.5",0
"1209","KC677631",2665,"FET_2.5",0
"1210","KC677631",2762,"FET_2.5",0
"1211","KC677631",2781,"FET_2.5",0
"1212","KC677631",2788,"FET_2.5",0
"1213","KC677631",2796,"FET_2.5",0
"1214","KC677631",2855,"FET_2.5",0
"1215","KC677631",2862,"FET_2.5",0
"1216","KC677631",2868,"FET_2.5",0.677
"1217","KC677631",2955,"FET_2.5",0
"1218","KC677631",2976,"FET_2.5",1.778
"1219","KC677631",2979,"FET_2.5",2.111
"1220","KC677631",2986,"FET_2.5",1.671
"1221","KC677631",2990,"FET_2.5",0
"1222","KC677631",3000,"FET_2.5",0.471
"1223","KC677631",3017,"FET_2.5",0
"1224","KC677631",3057,"FET_2.5",0
"1225","KC677631",3068,"FET_2.5",0
"1226","KC677631",3080,"FET_2.5",0
"1227","KC677631",3110,"FET_2.5",1.471
"1228","KC677631",3136,"FET_2.5",2.003
"1229","KC677631",3204,"FET_2.5",0
"1230","KC677631",3214,"FET_2.5",0
"1231","KC677631",3230,"FET_2.5",0
"1232","KC677631",3246,"FET_2.5",0
"1233","KC677631",3305,"FET_2.5",0
"1234","KC677632",97,"FET_2.5",1.024
"1235","KC677632",186,"FET_2.5",1.377
"1236","KC677632",202,"FET_2.5",0
"1237","KC677632",215,"FET_2.5",0.275
"1238","KC677632",283,"FET_2.5",0
"1239","KC677632",328,"FET_2.5",2.688
"1240","KC677632",374,"FET_2.5",0
"1241","KC677632",465,"FET_2.5",0
"1242","KC677632",471,"FET_2.5",0
"1243","KC677632",510,"FET_2.5",0.717
"1244","KC677632",524,"FET_2.5",0
"1245","KC677632",559,"FET_2.5",0
"1246","KC677632",589,"FET_2.5",0
"1247","KC677632",608,"FET_2.5",3.882
"1248","KC677632",617,"FET_2.5",1.689
"1249","KC677632",640,"FET_2.5",0.57
"1250","KC677632",675,"FET_2.5",1.028
"1251","KC677632",680,"FET_2.5",0
"1252","KC677632",707,"FET_2.5",0
"1253","KC677632",717,"FET_2.5",17.64
"1254","KC677632",759,"FET_2.5",0
"1255","KC677632",760,"FET_2.5",0
"1256","KC677632",912,"FET_2.5",0
"1257","KC677632",917,"FET_2.5",0
"1258","KC677632",1042,"FET_2.5",0
"1259","KC677632",1136,"FET_2.5",0
"1260","KC677632",1286,"FET_2.5",0
"1261","KC677632",1306,"FET_2.5",0
"1262","KC677632",1312,"FET_2.5",1.037
"1263","KC677632",1464,"FET_2.5",6.2
"1264","KC677632",1554,"FET_2.5",0
"1265","KC677632",1555,"FET_2.5",0
"1266","KC677632",1559,"FET_2.5",0
"1267","KC677632",1702,"FET_2.5",0
"1268","KC677632",1713,"FET_2.5",0
"1269","KC677632",1721,"FET_2.5",3.771
"1270","KC677632",1723,"FET_2.5",1.667
